counselling_type,year,round,institute,academic_program,quota,seat_type,gender,opening_rank_raw,closing_rank_raw,opening_rank,closing_rank,source_label,source_url
JOSAA,2026,3,National Institute of Technical Teachers Training and Research Bhopal,"ROBOTICS & AUTOMATION (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),28137,28399,28137,28399,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,National Institute of Technical Teachers Training and Research Bhopal,"ROBOTICS & AUTOMATION (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,11236,13210,11236,13210,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,National Institute of Technical Teachers Training and Research Bhopal,"ROBOTICS & AUTOMATION (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),13053,13053,13053,13053,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,National Institute of Technical Teachers Training and Research Bhopal,"ROBOTICS & AUTOMATION (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,4584,4827,4584,4827,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,Central University of Karnataka,"Computer Science and Engineering (Artificial Intelligence and Machine Learning) (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,46758,59388,46758,59388,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,Central University of Karnataka,"Computer Science and Engineering (Artificial Intelligence and Machine Learning) (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,2998,2998,2998,2998,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,Central University of Karnataka,"Computer Science and Engineering (Artificial Intelligence and Machine Learning) (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,8881,9090,8881,9090,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,Central University of Karnataka,"Computer Science and Engineering (Artificial Intelligence and Machine Learning) (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,19985,21230,19985,21230,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,Central University of Karnataka,"Computer Science and Engineering (Artificial Intelligence and Machine Learning) (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,6639,10395,6639,10395,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,Central University of Karnataka,"Computer Science and Engineering (Artificial Intelligence and Machine Learning) (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,3847,3997,3847,3997,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,Central University of Karnataka,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,48532,79223,48532,79223,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,Central University of Karnataka,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,3032,3032,3032,3032,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,Central University of Karnataka,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,12087,12474,12087,12474,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,Central University of Karnataka,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,25503,27099,25503,27099,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,Central University of Karnataka,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,7961,11948,7961,11948,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,Central University of Karnataka,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,4306,5019,4306,5019,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,Central University of Karnataka,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,49188,68355,49188,68355,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,Central University of Karnataka,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,3368,3368,3368,3368,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,Central University of Karnataka,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,10423,11119,10423,11119,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,Central University of Karnataka,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,23678,25240,23678,25240,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,Central University of Karnataka,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,10774,11777,10774,11777,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,Central University of Karnataka,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,4777,4826,4777,4826,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,Central University of Karnataka,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,49347,66451,49347,66451,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,Central University of Karnataka,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,4001,4001,4001,4001,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,Central University of Karnataka,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,11859,11903,11859,11903,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,Central University of Karnataka,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,21240,24299,21240,24299,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,Central University of Karnataka,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,10872,12426,10872,12426,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,Central University of Karnataka,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,5111,5111,5111,5111,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,"National Institute of Electronics and Information Technology, Agartala","B.Tech in CSE (AI and ML) (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,31360,70814,31360,70814,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,"National Institute of Electronics and Information Technology, Agartala","B.Tech in CSE (AI and ML) (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,2709,2709,2709,2709,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,"National Institute of Electronics and Information Technology, Agartala","B.Tech in CSE (AI and ML) (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,11197,11508,11197,11508,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,"National Institute of Electronics and Information Technology, Agartala","B.Tech in CSE (AI and ML) (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,22380,28442,22380,28442,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,"National Institute of Electronics and Information Technology, Agartala","B.Tech in CSE (AI and ML) (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),Gender-Neutral,1884,1884,1884,1884,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,"National Institute of Electronics and Information Technology, Agartala","B.Tech in CSE (AI and ML) (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,5837,12644,5837,12644,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,"National Institute of Electronics and Information Technology, Agartala","B.Tech in CSE (AI and ML) (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,3317,5818,3317,5818,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,"National Institute of Electronics and Information Technology, Aizawl","Computer Science and Engineering (Artificial Intelligence and Machine Learning) (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,54325,73251,54325,73251,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,"National Institute of Electronics and Information Technology, Aizawl","Computer Science and Engineering (Artificial Intelligence and Machine Learning) (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,3638,3638,3638,3638,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,"National Institute of Electronics and Information Technology, Aizawl","Computer Science and Engineering (Artificial Intelligence and Machine Learning) (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,10994,11917,10994,11917,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,"National Institute of Electronics and Information Technology, Aizawl","Computer Science and Engineering (Artificial Intelligence and Machine Learning) (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,24973,26821,24973,26821,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,"National Institute of Electronics and Information Technology, Aizawl","Computer Science and Engineering (Artificial Intelligence and Machine Learning) (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,7596,11885,7596,11885,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,"National Institute of Electronics and Information Technology, Aizawl","Computer Science and Engineering (Artificial Intelligence and Machine Learning) (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,4092,5807,4092,5807,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,"National Institute of Electronics and Information Technology, Aizawl","Internet of Things (IoT) (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,75639,95248,75639,95248,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,"National Institute of Electronics and Information Technology, Aizawl","Internet of Things (IoT) (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,14886,14902,14886,14902,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,"National Institute of Electronics and Information Technology, Aizawl","Internet of Things (IoT) (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,33367,35709,33367,35709,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,"National Institute of Electronics and Information Technology, Aizawl","Internet of Things (IoT) (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,11293,15993,11293,15993,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,"National Institute of Electronics and Information Technology, Aizawl","Internet of Things (IoT) (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,7948,8172,7948,8172,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,"National Institute of Electronics and Information Technology, Imphal","B.Tech in CSE (AI and ML) (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,63452,84651,63452,84651,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,"National Institute of Electronics and Information Technology, Imphal","B.Tech in CSE (AI and ML) (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,13226,13928,13226,13928,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,"National Institute of Electronics and Information Technology, Imphal","B.Tech in CSE (AI and ML) (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,28521,32290,28521,32290,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,"National Institute of Electronics and Information Technology, Imphal","B.Tech in CSE (AI and ML) (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,13848,15150,13848,15150,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,"National Institute of Electronics and Information Technology, Imphal","B.Tech in CSE (AI and ML) (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,5829,7765,5829,7765,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,"National Institute of Electronics and Information Technology, Calicut","B.Tech in CSE (AI and ML) (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,6859,20967,6859,20967,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,"National Institute of Electronics and Information Technology, Calicut","B.Tech in CSE (AI and ML) (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,470,470,470,470,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,"National Institute of Electronics and Information Technology, Calicut","B.Tech in CSE (AI and ML) (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,3181,4296,3181,4296,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,"National Institute of Electronics and Information Technology, Calicut","B.Tech in CSE (AI and ML) (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,7245,11827,7245,11827,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,"National Institute of Electronics and Information Technology, Calicut","B.Tech in CSE (AI and ML) (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,4898,6399,4898,6399,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,"National Institute of Electronics and Information Technology, Calicut","B.Tech in CSE (AI and ML) (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,792,2169,792,2169,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,"National Institute of Electronics and Information Technology, Kohima","B.Tech in CSE (AI and ML) (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,44996,85936,44996,85936,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
JOSAA,2026,3,"National Institute of Electronics and Information Technology, Kohima","B.Tech in CSE (AI and ML) (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,3204,3204,3204,3204,Official JoSAA 2026 OR-CR,https://josaa.admissions.nic.in/applicant/SeatAllotmentResult/CurrentORCR.aspx
